;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;REGISTRO DE EAN + SKU;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;153;EANs preenchidos;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;66%;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SKU;Código EAN;Produto;Cor;Tamanho;Material;KIT;Quantidade;Registrado no GS1?;;;;;;;;;;;;;;;;;;;;;;;
;7897650418308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7890666748025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7898308243990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7897014799050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7893895871748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7896760703526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7897828741214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7891316817320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894790587567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7897811805893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899013354933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7898990361439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899387099379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7891970074305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899024815065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7891306435251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7896313400629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7890062166669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7897166598136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894879402965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7892237233657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7891337265834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894779179240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899536979613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894181216151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7895648237443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7895389454055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7892133873117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894832316346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899385833975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899306519117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7898430133381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894130068541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7893051191765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894998761776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7896224737753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894820148461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7897735225029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7891390924518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7897204806148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7890986862302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7896028158365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7892715655049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7898872182961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7890190824639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7891697068731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894550349558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7897943084289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7896742833654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899634280437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894301297596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7895223010492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7895770765302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7895358908237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7898009741153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894314893082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899810377289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7897012015084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899316868441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7897775958185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7895826757251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7890750612317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7898155044535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899569344945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899864832819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7895246371075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7895441509457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7896840948427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7891824351903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7898208942290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7894259865052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899813116564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7893673793514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7899730477359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7895171254689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7898444722090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7893544640688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7897535162494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;7890078812383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
